Device_ID,Test_Type,Stress_Temperature_C,Stress_Voltage_V,Failure_Time_Hours,Censored,Batch_ID
D0081,HTOL,125,5.0,1090.5303601368746,0,B1
D0082,HTOL,125,5.0,356.3020899620826,0,B3
D0083,HTOL,125,5.0,381.1006290688524,0,B2
D0084,HTOL,125,5.0,1537.9951865789976,0,B4
D0085,HTOL,125,5.0,779.4806458759945,0,B4
D0086,HTOL,125,5.0,687.3365149622557,0,B4
D0087,HTOL,125,5.0,1004.7706734483198,0,B3
D0088,HTOL,125,5.0,1147.9211916688591,0,B1
D0089,HTOL,125,5.0,819.3255242054087,0,B1
D0090,HTOL,125,5.0,533.5379579727138,0,B1
D0091,HTOL,125,5.0,526.9102450142619,0,B2
D0092,HTOL,125,5.0,998.6067331837712,0,B4
D0093,HTOL,125,5.0,348.3130522771891,0,B4
D0094,HTOL,125,5.0,249.8529024663039,0,B3
D0095,HTOL,125,5.0,474.1142514040875,0,B3
D0096,HTOL,125,5.0,594.7796220364377,0,B4
D0097,HTOL,125,5.0,733.9509137660153,0,B4
D0098,HTOL,125,5.0,626.6480901351853,0,B1
D0099,HTOL,125,5.0,321.17621994669634,0,B4
D0100,HTOL,125,5.0,761.1910946123833,0,B2
D0101,HTOL,125,5.0,831.6098261638318,0,B2
D0102,HTOL,125,5.0,1105.2305370727127,0,B1
D0103,HTOL,125,5.0,1434.5225723752255,0,B4
D0104,HTOL,125,5.0,138.8142651114258,0,B3
D0105,HTOL,125,5.0,817.2596846224621,0,B4
D0106,HTOL,125,5.0,704.6837386413786,0,B4
D0107,HTOL,125,5.0,520.4490767377912,0,B1
D0108,HTOL,125,5.0,198.8080058603388,0,B3
D0109,HTOL,125,5.0,347.048474380501,0,B3
D0110,HTOL,125,5.0,685.7496329714721,0,B3
D0111,HTOL,125,5.0,230.38783078383415,0,B3
D0112,HTOL,125,5.0,381.10386418648676,0,B4
D0113,HTOL,125,5.0,1850.3352580222302,0,B2
D0114,HTOL,125,5.0,1063.4774541711072,0,B2
D0115,HTOL,125,5.0,545.121338551976,0,B3
D0116,HTOL,125,5.0,1063.6702037035843,0,B2
D0117,HTOL,125,5.0,438.1577561329569,0,B3
D0118,HTOL,125,5.0,608.7956949356917,0,B1
D0119,HTOL,125,5.0,678.7169286609883,0,B4
D0120,HTOL,125,5.0,1242.9286217622102,0,B2
D0121,HTOL,125,5.0,474.9690915469892,0,B2
D0122,HTOL,125,5.0,1277.3543621175086,0,B2
D0123,HTOL,125,5.0,463.34244318625315,0,B1
D0124,HTOL,125,5.0,452.39061478776466,0,B1
D0125,HTOL,125,5.0,1040.0710633204656,0,B3
D0126,HTOL,125,5.0,922.0276510292114,0,B4
D0127,HTOL,125,5.0,71.9646873953131,0,B1
D0128,HTOL,125,5.0,433.62992929720093,0,B3
D0129,HTOL,125,5.0,689.9065886117825,0,B1
D0130,HTOL,125,5.0,334.6164357947182,0,B4
D0131,HTOL,125,5.0,459.73838534173797,0,B3
D0132,HTOL,125,5.0,546.4063312983537,0,B4
D0133,HTOL,125,5.0,577.5982377180623,0,B4
D0134,HTOL,125,5.0,681.6702955249872,0,B2
D0135,HTOL,125,5.0,724.5518008893174,0,B3
D0136,HTOL,125,5.0,1414.3099009146372,0,B4
D0137,HTOL,125,5.0,789.893941907429,0,B1
D0138,HTOL,125,5.0,1036.8316697404814,0,B3
D0139,HTOL,125,5.0,1014.2558524195267,0,B1
D0140,HTOL,125,5.0,1116.3184194654325,0,B4
D0141,HTOL,125,5.0,383.54239039761814,0,B4
D0142,HTOL,125,5.0,261.1882162784487,0,B1
D0143,HTOL,125,5.0,1857.1649088496974,0,B2
D0144,HTOL,125,5.0,781.6875111145392,0,B4
D0145,HTOL,125,5.0,1005.8739109349415,0,B3
D0146,HTOL,125,5.0,720.9279428820008,0,B4
D0147,HTOL,125,5.0,1149.3913025476875,0,B3
D0148,HTOL,125,5.0,352.52410056580294,0,B1
D0149,HTOL,125,5.0,1637.8777891453833,0,B4
D0150,HTOL,125,5.0,1546.536736410386,0,B2
D0151,HTOL,125,5.0,939.351844771185,0,B3
D0152,HTOL,125,5.0,112.87666004421023,0,B1
D0153,HTOL,125,5.0,497.81898132054295,0,B1
D0154,HTOL,125,5.0,1207.5827659265565,0,B4
D0155,HTOL,125,5.0,809.755073218976,0,B3
D0156,HTOL,125,5.0,901.5271920516276,0,B4
D0157,HTOL,125,5.0,1100.3771334553467,0,B1
D0158,HTOL,125,5.0,1262.7058923948807,0,B3
D0159,HTOL,125,5.0,376.00417600961373,0,B1
D0160,HTOL,125,5.0,702.6457950461779,0,B3
D0161,HTOL,150,4.5,436.95373448593966,0,B3
D0162,HTOL,150,4.5,182.6279121006466,0,B1
D0163,HTOL,150,4.5,363.44439209263203,0,B3
D0164,HTOL,150,4.5,410.7867948647954,0,B2
D0165,HTOL,150,4.5,404.52009479049747,0,B2
D0166,HTOL,150,4.5,221.5858862006988,0,B1
D0167,HTOL,150,4.5,87.64571191312002,0,B4
D0168,HTOL,150,4.5,371.9241946822744,0,B1
D0169,HTOL,150,4.5,651.8503752422951,0,B4
D0170,HTOL,150,4.5,538.6797676660075,0,B2
D0171,HTOL,150,4.5,408.1506544251235,0,B1
D0172,HTOL,150,4.5,611.3508938514236,0,B2
D0173,HTOL,150,4.5,262.19310633343207,0,B2
D0174,HTOL,150,4.5,234.93090989795894,0,B3
D0175,HTOL,150,4.5,286.8018198313986,0,B1
D0176,HTOL,150,4.5,359.1082637628451,0,B2
D0177,HTOL,150,4.5,187.37938177207292,0,B4
D0178,HTOL,150,4.5,334.71264680038064,0,B4
D0179,HTOL,150,4.5,201.17520608780882,0,B1
D0180,HTOL,150,4.5,95.82871663963685,0,B4
D0181,HTOL,150,4.5,156.63126347457964,0,B3
D0182,HTOL,150,4.5,145.6823106633196,0,B4
D0183,HTOL,150,4.5,266.87567894961165,0,B1
D0184,HTOL,150,4.5,359.8155393397191,0,B2
D0185,HTOL,150,4.5,399.85744196545863,0,B3
D0186,HTOL,150,4.5,318.5019149733135,0,B2
D0187,HTOL,150,4.5,543.556826698823,0,B4
D0188,HTOL,150,4.5,445.1718812194139,0,B3
D0189,HTOL,150,4.5,396.0690662316833,0,B4
D0190,HTOL,150,4.5,337.42195914968687,0,B3
D0191,HTOL,150,4.5,709.5508785363551,0,B3
D0192,HTOL,150,4.5,191.49929233219711,0,B2
D0193,HTOL,150,4.5,484.1645782023171,0,B1
D0194,HTOL,150,4.5,418.5142807254611,0,B1
D0195,HTOL,150,4.5,214.2773047439846,0,B4
D0196,HTOL,150,4.5,447.15068864946045,0,B2
D0197,HTOL,150,4.5,426.6652848062555,0,B3
D0198,HTOL,150,4.5,263.9635989631708,0,B4
D0199,HTOL,150,4.5,458.2622615360652,0,B3
D0200,HTOL,150,4.5,194.4774737087073,0,B1
D0201,HTOL,150,4.5,346.0653612476126,0,B2
D0202,HTOL,150,4.5,99.08096780041423,0,B3
D0203,HTOL,150,4.5,286.49827270343155,0,B3
D0204,HTOL,150,4.5,318.53314993239724,0,B3
D0205,HTOL,150,4.5,257.1169541084262,0,B2
D0206,HTOL,150,4.5,132.95629166769865,0,B1
D0207,HTOL,150,4.5,307.9692362775654,0,B1
D0208,HTOL,150,4.5,163.32252097022658,0,B4
D0209,HTOL,150,4.5,264.41548258236793,0,B2
D0210,HTOL,150,4.5,535.9429375540209,0,B2
D0211,HTOL,150,4.5,171.0195613572383,0,B3
D0212,HTOL,150,4.5,180.2273520807943,0,B3
D0213,HTOL,150,4.5,286.7378943754212,0,B2
D0214,HTOL,150,4.5,459.1348721896164,0,B4
D0215,HTOL,150,4.5,238.13052049313623,0,B2
D0216,HTOL,150,4.5,236.27389615905372,0,B3
D0217,HTOL,150,4.5,211.4182650554351,0,B1
D0218,HTOL,150,4.5,433.3341626651838,0,B3
D0219,HTOL,150,4.5,320.05193540281795,0,B3
D0220,HTOL,150,4.5,203.47130956732744,0,B1
D0221,HTOL,150,4.5,219.66512495073266,0,B4
D0222,HTOL,150,4.5,98.87406815912381,0,B1
D0223,HTOL,150,4.5,204.60202219823785,0,B4
D0224,HTOL,150,4.5,46.52339146586886,0,B4
D0225,HTOL,150,4.5,622.2471913370352,0,B3
D0226,HTOL,150,4.5,56.253470370216185,0,B2
D0227,HTOL,150,4.5,172.6432898101484,0,B4
D0228,HTOL,150,4.5,109.67773267370198,0,B3
D0229,HTOL,150,4.5,402.7509481513428,0,B3
D0230,HTOL,150,4.5,94.1672237361126,0,B1
D0231,HTOL,150,4.5,277.0730975204007,0,B4
D0232,HTOL,150,4.5,205.84125164155859,0,B1
D0233,HTOL,150,4.5,186.5900763270741,0,B2
D0234,HTOL,150,4.5,228.72976136498704,0,B2
D0235,HTOL,150,4.5,285.5270705719737,0,B3
D0236,HTOL,150,4.5,152.30745177043977,0,B1
D0237,HTOL,150,4.5,375.9157457383676,0,B4
D0238,HTOL,150,4.5,284.81986289747977,0,B4
D0239,HTOL,150,4.5,386.1985839223249,0,B4
D0240,HTOL,150,4.5,457.7511561642877,0,B3
D0241,HTOL,150,5.0,312.0248897353467,0,B1
D0242,HTOL,150,5.0,196.72279046119868,0,B2
D0243,HTOL,150,5.0,262.05008772176757,0,B1
D0244,HTOL,150,5.0,198.05815450724708,0,B1
D0245,HTOL,150,5.0,53.72229254051838,0,B3
D0246,HTOL,150,5.0,356.58009481312814,0,B2
D0247,HTOL,150,5.0,167.9870972417778,0,B1
D0248,HTOL,150,5.0,250.54694622684167,0,B3
D0249,HTOL,150,5.0,193.23885860376507,0,B1
D0250,HTOL,150,5.0,290.64381112148044,0,B2
D0251,HTOL,150,5.0,79.68764222217492,0,B4
D0252,HTOL,150,5.0,394.2683405621008,0,B4
D0253,HTOL,150,5.0,493.8318530796324,0,B2
D0254,HTOL,150,5.0,383.2794674827566,0,B3
D0255,HTOL,150,5.0,130.89123758456856,0,B1
D0256,HTOL,150,5.0,390.476445963426,0,B1
D0257,HTOL,150,5.0,186.34798359932316,0,B4
D0258,HTOL,150,5.0,273.21437039363707,0,B2
D0259,HTOL,150,5.0,374.8838900274106,0,B2
D0260,HTOL,150,5.0,384.5388360962569,0,B2
D0261,HTOL,150,5.0,309.74712411758026,0,B2
D0262,HTOL,150,5.0,266.07499719613645,0,B4
D0263,HTOL,150,5.0,306.00169735909714,0,B2
D0264,HTOL,150,5.0,453.8391473656172,0,B3
D0265,HTOL,150,5.0,177.06765641049265,0,B1
D0266,HTOL,150,5.0,221.70025868896266,0,B3
D0267,HTOL,150,5.0,207.33226363732425,0,B1
D0268,HTOL,150,5.0,346.7606379835553,0,B3
D0269,HTOL,150,5.0,302.89333780983094,0,B3
D0270,HTOL,150,5.0,571.775536729864,0,B3
D0271,HTOL,150,5.0,114.11976216866441,0,B4
D0272,HTOL,150,5.0,270.10581336645595,0,B2
D0273,HTOL,150,5.0,267.6337604018785,0,B3
D0274,HTOL,150,5.0,197.15782769644483,0,B1
D0275,HTOL,150,5.0,326.76725790995226,0,B1
D0276,HTOL,150,5.0,136.10021846859635,0,B1
D0277,HTOL,150,5.0,483.27556941714835,0,B4
D0278,HTOL,150,5.0,335.720787107288,0,B3
D0279,HTOL,150,5.0,333.0059263406228,0,B3
D0280,HTOL,150,5.0,186.41183361932303,0,B1
D0281,HTOL,150,5.0,382.77265850407866,0,B4
D0282,HTOL,150,5.0,225.20041480474683,0,B3
D0283,HTOL,150,5.0,180.45341162231452,0,B1
D0284,HTOL,150,5.0,455.6019581799874,0,B3
D0285,HTOL,150,5.0,284.5018149726833,0,B4
D0286,HTOL,150,5.0,229.44614621108903,0,B1
D0287,HTOL,150,5.0,83.19678108857983,0,B4
D0288,HTOL,150,5.0,112.79677495065275,0,B1
D0289,HTOL,150,5.0,337.53304945831457,0,B4
D0290,HTOL,150,5.0,335.06492960187427,0,B1
D0291,HTOL,150,5.0,248.1642744615039,0,B1
D0292,HTOL,150,5.0,250.43891638731066,0,B1
D0293,HTOL,150,5.0,397.8602519672358,0,B1
D0294,HTOL,150,5.0,176.31254178095864,0,B4
D0295,HTOL,150,5.0,316.620744881872,0,B3
D0296,HTOL,150,5.0,188.99521218752125,0,B4
D0297,HTOL,150,5.0,510.32234532647095,0,B3
D0298,HTOL,150,5.0,52.487826578060634,0,B1
D0299,HTOL,150,5.0,457.1381041055104,0,B4
D0300,HTOL,150,5.0,130.46105318274732,0,B1
D0301,HTOL,150,5.0,405.4255035154366,0,B3
D0302,HTOL,150,5.0,49.498160777176466,0,B4
D0303,HTOL,150,5.0,687.9393417439624,0,B2
D0304,HTOL,150,5.0,354.8707944400848,0,B2
D0305,HTOL,150,5.0,600.9188140343085,0,B3
D0306,HTOL,150,5.0,265.98898489422487,0,B3
D0307,HTOL,150,5.0,217.9640711537504,0,B4
D0308,HTOL,150,5.0,498.9850102068289,0,B3
D0309,HTOL,150,5.0,526.4020323324487,0,B4
D0310,HTOL,150,5.0,269.9565337152055,0,B4
D0311,HTOL,150,5.0,202.35807142545931,0,B2
D0312,HTOL,150,5.0,247.85637083942115,0,B2
D0313,HTOL,150,5.0,41.75438935295194,0,B1
D0314,HTOL,150,5.0,325.10081859140035,0,B3
D0315,HTOL,150,5.0,405.7952556828389,0,B3
D0316,HTOL,150,5.0,40.8677630978806,0,B1
D0317,HTOL,150,5.0,58.27103979411154,0,B2
D0318,HTOL,150,5.0,138.10715866857262,0,B1
D0319,HTOL,150,5.0,130.73634705727716,0,B3
D0320,HTOL,150,5.0,209.02382824128193,0,B1
D0321,THB,85,3.3,1500.0,1,B3
D0322,THB,85,3.3,1500.0,1,B1
D0323,THB,85,3.3,1500.0,1,B4
D0324,THB,85,3.3,1500.0,1,B4
D0325,THB,85,3.3,1500.0,1,B1
D0326,THB,85,3.3,1500.0,1,B2
D0327,THB,85,3.3,1500.0,1,B4
D0328,THB,85,3.3,1500.0,1,B4
D0329,THB,85,3.3,1500.0,1,B4
D0330,THB,85,3.3,1256.953332827238,0,B1
D0331,THB,85,3.3,1500.0,1,B4
D0332,THB,85,3.3,1500.0,1,B4
D0333,THB,85,3.3,1500.0,1,B2
D0334,THB,85,3.3,1500.0,1,B2
D0335,THB,85,3.3,1500.0,1,B1
D0336,THB,85,3.3,1500.0,1,B2
D0337,THB,85,3.3,1500.0,1,B1
D0338,THB,85,3.3,187.6190263731943,0,B2
D0339,THB,85,3.3,1500.0,1,B1
D0340,THB,85,3.3,1500.0,1,B3
D0341,THB,85,3.3,1500.0,1,B1
D0342,THB,85,3.3,1500.0,1,B4
D0343,THB,85,3.3,1500.0,1,B1
D0344,THB,85,3.3,1500.0,1,B1
D0345,THB,85,3.3,1500.0,1,B2
D0346,THB,85,3.3,1500.0,1,B4
D0347,THB,85,3.3,1500.0,1,B3
D0348,THB,85,3.3,1500.0,1,B3
D0349,THB,85,3.3,1500.0,1,B4
D0350,THB,85,3.3,722.4456398054604,0,B1
D0351,THB,85,3.3,1500.0,1,B4
D0352,THB,85,3.3,1500.0,1,B1
D0353,THB,85,3.3,1500.0,1,B4
D0354,THB,85,3.3,1500.0,1,B4
D0355,THB,85,3.3,1500.0,1,B2
D0356,THB,85,3.3,1500.0,1,B2
D0357,THB,85,3.3,1500.0,1,B2
D0358,THB,85,3.3,1500.0,1,B2
D0359,THB,85,3.3,1500.0,1,B1
D0360,THB,85,3.3,1500.0,1,B4
D0361,THB,85,3.3,1500.0,1,B3
D0362,THB,85,3.3,1500.0,1,B4
D0363,THB,85,3.3,1500.0,1,B1
D0364,THB,85,3.3,1500.0,1,B4
D0365,THB,85,3.3,1500.0,1,B4
D0366,THB,85,3.3,1500.0,1,B3
D0367,THB,85,3.3,1500.0,1,B4
D0368,THB,85,3.3,1500.0,1,B1
D0369,THB,85,3.3,1500.0,1,B4
D0370,THB,85,3.3,1500.0,1,B2
D0371,THB,85,3.3,1500.0,1,B2
D0372,THB,85,3.3,1500.0,1,B1
D0373,THB,85,3.3,1485.5255229416302,0,B3
D0374,THB,85,3.3,1500.0,1,B4
D0375,THB,85,3.3,1500.0,1,B4
D0376,THB,85,3.3,1500.0,1,B1
D0377,THB,85,3.3,1500.0,1,B3
D0378,THB,85,3.3,1500.0,1,B3
D0379,THB,85,3.3,1500.0,1,B3
D0380,THB,85,3.3,1500.0,1,B1
D0381,THB,85,3.3,1500.0,1,B4
D0382,THB,85,3.3,1500.0,1,B2
D0383,THB,85,3.3,1500.0,1,B1
D0384,THB,85,3.3,1500.0,1,B3
D0385,THB,85,3.3,1500.0,1,B1
D0386,THB,85,3.3,1500.0,1,B3
D0387,THB,85,3.3,1500.0,1,B1
D0388,THB,85,3.3,1500.0,1,B2
D0389,THB,85,3.3,902.7719007166298,0,B4
D0390,THB,85,3.3,1390.6837181053663,0,B4
D0391,THB,85,3.3,1250.7722405207587,0,B2
D0392,THB,85,3.3,1500.0,1,B3
D0393,THB,85,3.3,1500.0,1,B2
D0394,THB,85,3.3,1500.0,1,B2
D0395,THB,85,3.3,1500.0,1,B3
D0396,THB,85,3.3,1500.0,1,B4
D0397,THB,85,3.3,1500.0,1,B1
D0398,THB,85,3.3,1500.0,1,B1
D0399,THB,85,3.3,1500.0,1,B1
D0400,THB,85,3.3,1500.0,1,B2
D0401,TC,-40,0.0,1200.0,1,B4
D0402,TC,-40,0.0,1200.0,1,B4
D0403,TC,-40,0.0,1200.0,1,B2
D0404,TC,-40,0.0,1200.0,1,B1
D0405,TC,-40,0.0,1200.0,1,B2
D0406,TC,-40,0.0,1200.0,1,B3
D0407,TC,-40,0.0,1200.0,1,B2
D0408,TC,-40,0.0,1200.0,1,B3
D0409,TC,-40,0.0,1200.0,1,B1
D0410,TC,-40,0.0,1200.0,1,B4
D0411,TC,-40,0.0,1200.0,1,B1
D0412,TC,-40,0.0,1200.0,1,B2
D0413,TC,-40,0.0,1200.0,1,B2
D0414,TC,-40,0.0,1200.0,1,B4
D0415,TC,-40,0.0,1200.0,1,B2
D0416,TC,-40,0.0,1200.0,1,B3
D0417,TC,-40,0.0,1200.0,1,B1
D0418,TC,-40,0.0,1200.0,1,B1
D0419,TC,-40,0.0,1200.0,1,B3
D0420,TC,-40,0.0,1200.0,1,B3
D0421,TC,-40,0.0,1200.0,1,B1
D0422,TC,-40,0.0,1200.0,1,B4
D0423,TC,-40,0.0,1200.0,1,B2
D0424,TC,-40,0.0,1200.0,1,B4
D0425,TC,-40,0.0,1200.0,1,B3
D0426,TC,-40,0.0,1200.0,1,B2
D0427,TC,-40,0.0,1200.0,1,B3
D0428,TC,-40,0.0,1200.0,1,B1
D0429,TC,-40,0.0,1200.0,1,B3
D0430,TC,-40,0.0,1200.0,1,B2
D0431,TC,-40,0.0,1200.0,1,B2
D0432,TC,-40,0.0,1200.0,1,B3
D0433,TC,-40,0.0,1200.0,1,B4
D0434,TC,-40,0.0,1200.0,1,B4
D0435,TC,-40,0.0,1200.0,1,B2
D0436,TC,-40,0.0,1200.0,1,B4
D0437,TC,-40,0.0,1200.0,1,B2
D0438,TC,-40,0.0,1200.0,1,B4
D0439,TC,-40,0.0,1200.0,1,B1
D0440,TC,-40,0.0,1200.0,1,B3
D0441,TC,-40,0.0,1200.0,1,B3
D0442,TC,-40,0.0,1200.0,1,B3
D0443,TC,-40,0.0,1200.0,1,B4
D0444,TC,-40,0.0,1200.0,1,B3
D0445,TC,-40,0.0,1200.0,1,B3
D0446,TC,-40,0.0,1200.0,1,B4
D0447,TC,-40,0.0,1200.0,1,B3
D0448,TC,-40,0.0,1200.0,1,B3
D0449,TC,-40,0.0,1200.0,1,B4
D0450,TC,-40,0.0,1200.0,1,B2
D0451,TC,-40,0.0,1200.0,1,B4
D0452,TC,-40,0.0,1200.0,1,B2
D0453,TC,-40,0.0,1200.0,1,B3
D0454,TC,-40,0.0,1200.0,1,B3
D0455,TC,-40,0.0,1200.0,1,B2
D0456,TC,-40,0.0,1200.0,1,B1
D0457,TC,-40,0.0,1200.0,1,B3
D0458,TC,-40,0.0,1200.0,1,B2
D0459,TC,-40,0.0,1200.0,1,B1
D0460,TC,-40,0.0,1200.0,1,B4
D0461,TC,-40,0.0,1200.0,1,B1
D0462,TC,-40,0.0,1200.0,1,B3
D0463,TC,-40,0.0,1200.0,1,B1
D0464,TC,-40,0.0,1200.0,1,B3
D0465,TC,-40,0.0,1200.0,1,B3
D0466,TC,-40,0.0,1200.0,1,B4
D0467,TC,-40,0.0,1200.0,1,B1
D0468,TC,-40,0.0,1200.0,1,B3
D0469,TC,-40,0.0,1200.0,1,B2
D0470,TC,-40,0.0,1200.0,1,B3
D0471,TC,-40,0.0,1200.0,1,B3
D0472,TC,-40,0.0,1200.0,1,B1
D0473,TC,-40,0.0,1200.0,1,B2
D0474,TC,-40,0.0,1200.0,1,B2
D0475,TC,-40,0.0,1200.0,1,B4
D0476,TC,-40,0.0,1200.0,1,B1
D0477,TC,-40,0.0,1200.0,1,B2
D0478,TC,-40,0.0,1200.0,1,B3
D0479,TC,-40,0.0,1200.0,1,B4
D0480,TC,-40,0.0,1200.0,1,B2
D0481,TC,125,0.0,1200.0,1,B3
D0482,TC,125,0.0,1200.0,1,B2
D0483,TC,125,0.0,1200.0,1,B3
D0484,TC,125,0.0,503.1404098140426,0,B4
D0485,TC,125,0.0,1200.0,1,B2
D0486,TC,125,0.0,1200.0,1,B4
D0487,TC,125,0.0,1200.0,1,B1
D0488,TC,125,0.0,1200.0,1,B3
D0489,TC,125,0.0,1200.0,1,B2
D0490,TC,125,0.0,1200.0,1,B3
D0491,TC,125,0.0,1200.0,1,B3
D0492,TC,125,0.0,1200.0,1,B4
D0493,TC,125,0.0,1200.0,1,B2
D0494,TC,125,0.0,1200.0,1,B2
D0495,TC,125,0.0,1200.0,1,B2
D0496,TC,125,0.0,1200.0,1,B2
D0497,TC,125,0.0,1200.0,1,B2
D0498,TC,125,0.0,1200.0,1,B2
D0499,TC,125,0.0,1200.0,1,B1
D0500,TC,125,0.0,1200.0,1,B1
D0501,TC,125,0.0,872.9474138877706,0,B1
D0502,TC,125,0.0,1087.2692014248469,0,B4
D0503,TC,125,0.0,686.2322703469753,0,B1
D0504,TC,125,0.0,1200.0,1,B3
D0505,TC,125,0.0,1200.0,1,B2
D0506,TC,125,0.0,1200.0,1,B1
D0507,TC,125,0.0,1200.0,1,B2
D0508,TC,125,0.0,1200.0,1,B4
D0509,TC,125,0.0,1200.0,1,B3
D0510,TC,125,0.0,1200.0,1,B4
D0511,TC,125,0.0,1200.0,1,B2
D0512,TC,125,0.0,1200.0,1,B2
D0513,TC,125,0.0,1200.0,1,B4
D0514,TC,125,0.0,1200.0,1,B2
D0515,TC,125,0.0,1200.0,1,B3
D0516,TC,125,0.0,1200.0,1,B3
D0517,TC,125,0.0,1200.0,1,B1
D0518,TC,125,0.0,1200.0,1,B3
D0519,TC,125,0.0,1200.0,1,B3
D0520,TC,125,0.0,889.2951235163831,0,B3
D0521,TC,125,0.0,1200.0,1,B3
D0522,TC,125,0.0,1200.0,1,B1
D0523,TC,125,0.0,1200.0,1,B4
D0524,TC,125,0.0,1200.0,1,B1
D0525,TC,125,0.0,1200.0,1,B2
D0526,TC,125,0.0,1200.0,1,B1
D0527,TC,125,0.0,1200.0,1,B3
D0528,TC,125,0.0,548.1318427600307,0,B2
